Driver,method,flag_time_s
PER,conformal,9207.915
PER,conformal,9208.115
PER,conformal,9208.227
PER,conformal,9208.315
PER,conformal,9208.427
PER,conformal,9208.595
PER,conformal,9208.827
PER,conformal,9208.975
PER,conformal,9208.987
PER,conformal,9209.215
PER,conformal,9209.227
PER,conformal,9209.515
PER,conformal,9209.628
PER,conformal,9209.736
PER,conformal,9209.868
PER,conformal,9210.035
PER,conformal,9228.075
PER,conformal,9228.107
PER,conformal,9228.235
PER,conformal,9228.415
PER,conformal,9228.547
PER,conformal,9228.775
PER,conformal,9228.987
PER,conformal,9229.056
PER,conformal,9229.308
PER,conformal,9229.355
PER,conformal,9229.468
PER,conformal,9229.635
PER,conformal,9229.708
PER,conformal,9229.835
PER,conformal,9230.055
PER,conformal,9230.068
PER,conformal,9230.156
PER,conformal,9230.268
PER,conformal,9230.315
PER,baseline,7230.342
PER,baseline,7230.395
PER,baseline,7230.695
PER,baseline,7231.622
PER,baseline,7232.056
PER,baseline,7232.222
PER,baseline,7232.461
PER,baseline,7232.496
PER,baseline,7233.101
PER,baseline,7234.101
PER,baseline,7234.501
PER,baseline,7234.535
PER,baseline,7234.661
PER,baseline,7234.775
PER,baseline,7234.901
PER,baseline,7235.781
PER,baseline,7235.795
PER,baseline,7236.335
PER,baseline,7249.021
PER,baseline,7249.502
PER,baseline,7249.535
PER,baseline,7250.102
PER,baseline,7250.115
PER,baseline,7250.262
PER,baseline,7253.795
PER,baseline,7254.821
PER,baseline,7254.855
PER,baseline,7266.115
PER,baseline,7266.141
PER,baseline,7296.216
PER,baseline,7314.541
PER,baseline,7315.115
PER,baseline,7315.542
PER,baseline,7315.995
PER,baseline,7316.102
PER,baseline,7316.555
PER,baseline,7317.535
PER,baseline,7317.622
PER,baseline,7317.756
PER,baseline,7318.982
PER,baseline,7319.055
PER,baseline,7320.901
PER,baseline,7320.916
PER,baseline,7321.662
PER,baseline,7321.675
PER,baseline,7322.502
PER,baseline,7322.535
PER,baseline,7322.635
PER,baseline,7336.302
PER,baseline,7339.302
PER,baseline,7340.901
PER,baseline,7341.035
PER,baseline,7400.222
PER,baseline,7400.275
PER,baseline,7400.555
PER,baseline,7400.755
PER,baseline,7401.182
PER,baseline,7401.295
PER,baseline,7402.422
PER,baseline,7402.535
PER,baseline,7403.302
PER,baseline,7403.502
PER,baseline,7403.696
PER,baseline,7405.195
PER,baseline,7405.575
PER,baseline,7405.814
PER,baseline,7406.455
PER,baseline,7406.815
PER,baseline,7406.822
PER,baseline,7407.055
PER,baseline,7407.502
PER,baseline,7407.595
PER,baseline,7420.902
PER,baseline,7420.975
PER,baseline,7421.175
PER,baseline,7421.815
PER,baseline,7421.822
PER,baseline,7422.276
PER,baseline,7422.942
PER,baseline,7422.955
PER,baseline,7422.996
PER,baseline,7426.375
PER,baseline,7426.775
PER,baseline,7485.655
PER,baseline,7486.463
PER,baseline,7487.583
PER,baseline,7487.955
PER,baseline,7489.116
PER,baseline,7489.634
PER,baseline,7489.702
PER,baseline,7490.255
PER,baseline,7490.542
PER,baseline,7490.742
PER,baseline,7490.755
PER,baseline,7491.382
PER,baseline,7491.902
PER,baseline,7492.175
PER,baseline,7492.182
PER,baseline,7492.663
PER,baseline,7492.775
PER,baseline,7506.863
PER,baseline,7506.995
PER,baseline,7507.195
PER,baseline,7507.223
PER,baseline,7507.376
PER,baseline,7507.383
PER,baseline,7507.575
PER,baseline,7511.215
PER,baseline,7512.195
PER,baseline,7512.395
PER,baseline,7523.815
PER,baseline,7524.022
PER,baseline,7524.115
PER,baseline,7571.182
PER,baseline,7571.596
PER,baseline,7571.663
PER,baseline,7571.863
PER,baseline,7572.063
PER,baseline,7572.156
PER,baseline,7573.983
PER,baseline,7574.336
PER,baseline,7575.115
PER,baseline,7575.342
PER,baseline,7575.455
PER,baseline,7575.702
PER,baseline,7575.715
PER,baseline,7576.382
PER,baseline,7576.622
PER,baseline,7576.795
PER,baseline,7577.702
PER,baseline,7578.795
PER,baseline,7579.375
PER,baseline,7592.215
PER,baseline,7592.336
PER,baseline,7593.696
PER,baseline,7593.703
PER,baseline,7594.503
PER,baseline,7594.516
PER,baseline,7594.703
PER,baseline,7595.742
PER,baseline,7597.135
PER,baseline,7607.663
PER,baseline,7607.776
PER,baseline,7657.743
PER,baseline,7657.856
PER,baseline,7658.075
PER,baseline,7658.103
PER,baseline,7658.503
PER,baseline,7660.855
PER,baseline,7661.374
PER,baseline,7662.742
PER,baseline,7663.555
PER,baseline,7663.743
PER,baseline,7664.183
PER,baseline,7664.423
PER,baseline,7664.436
PER,baseline,7664.735
PER,baseline,7678.823
PER,baseline,7679.503
PER,baseline,7681.143
PER,baseline,7683.102
PER,baseline,7684.516
PER,baseline,7684.663
PER,baseline,7684.816
PER,baseline,7744.535
PER,baseline,7744.583
PER,baseline,7744.756
PER,baseline,7744.903
PER,baseline,7745.175
PER,baseline,7746.335
PER,baseline,7746.343
PER,baseline,7746.743
PER,baseline,7747.223
PER,baseline,7747.315
PER,baseline,7749.104
PER,baseline,7750.063
PER,baseline,7750.416
PER,baseline,7750.423
PER,baseline,7750.623
PER,baseline,7750.756
PER,baseline,7751.423
PER,baseline,7751.455
PER,baseline,7765.235
PER,baseline,7765.696
PER,baseline,7766.075
PER,baseline,7766.223
PER,baseline,7767.183
PER,baseline,7769.395
PER,baseline,7769.584
PER,baseline,7769.675
PER,baseline,7830.676
PER,baseline,7832.095
PER,baseline,7833.223
PER,baseline,7835.024
PER,baseline,7835.195
PER,baseline,7835.264
PER,baseline,7835.375
PER,baseline,7835.896
PER,baseline,7835.916
PER,baseline,7836.275
PER,baseline,7836.424
PER,baseline,7836.456
PER,baseline,7850.863
PER,baseline,7855.624
PER,baseline,7855.895
PER,baseline,7867.824
PER,baseline,7867.875
PER,baseline,7916.516
PER,baseline,7916.664
PER,baseline,7916.935
PER,baseline,7916.944
PER,baseline,7917.104
PER,baseline,7917.463
PER,baseline,7918.263
PER,baseline,7918.463
PER,baseline,7918.655
PER,baseline,7919.103
PER,baseline,7919.875
PER,baseline,7919.943
PER,baseline,7920.144
PER,baseline,7920.855
PER,baseline,7920.864
PER,baseline,7921.624
PER,baseline,7922.744
PER,baseline,7923.184
PER,baseline,7923.236
PER,baseline,7923.904
PER,baseline,7923.934
PER,baseline,7936.744
PER,baseline,7937.264
PER,baseline,7937.464
PER,baseline,7953.515
PER,baseline,8002.015
PER,baseline,8002.184
PER,baseline,8002.216
PER,baseline,8002.375
PER,baseline,8002.504
PER,baseline,8002.536
PER,baseline,8003.275
PER,baseline,8004.744
PER,baseline,8004.835
PER,baseline,8005.515
PER,baseline,8005.543
PER,baseline,8007.264
PER,baseline,8007.824
PER,baseline,8007.876
PER,baseline,8008.904
PER,baseline,8022.344
PER,baseline,8022.584
PER,baseline,8022.815
PER,baseline,8023.034
PER,baseline,8023.064
PER,baseline,8023.424
PER,baseline,8039.184
PER,baseline,8087.464
PER,baseline,8087.696
PER,baseline,8087.824
PER,baseline,8087.916
PER,baseline,8088.224
PER,baseline,8088.276
PER,baseline,8088.384
PER,baseline,8088.515
PER,baseline,8088.855
PER,baseline,8089.264
PER,baseline,8089.464
PER,baseline,8089.474
PER,baseline,8089.664
PER,baseline,8089.675
PER,baseline,8090.315
PER,baseline,8090.384
PER,baseline,8090.984
PER,baseline,8091.175
PER,baseline,8092.065
PER,baseline,8092.664
PER,baseline,8092.796
PER,baseline,8094.024
PER,baseline,8108.295
PER,baseline,8108.575
PER,baseline,8108.624
PER,baseline,8108.735
PER,baseline,8109.584
PER,baseline,8109.894
PER,baseline,8109.904
PER,baseline,8110.664
PER,baseline,8110.736
PER,baseline,8112.535
PER,baseline,8112.544
PER,baseline,8113.544
PER,baseline,8125.035
PER,baseline,8173.235
PER,baseline,8173.535
PER,baseline,8173.544
PER,baseline,8173.775
PER,baseline,8174.144
PER,baseline,8174.155
PER,baseline,8174.394
PER,baseline,8174.424
PER,baseline,8174.584
PER,baseline,8175.255
PER,baseline,8175.264
PER,baseline,8176.144
PER,baseline,8176.464
PER,baseline,8176.575
PER,baseline,8176.665
PER,baseline,8179.316
PER,baseline,8179.345
PER,baseline,8179.775
PER,baseline,8179.784
PER,baseline,8180.095
PER,baseline,8194.015
PER,baseline,8194.064
PER,baseline,8194.115
PER,baseline,8194.304
PER,baseline,8194.534
PER,baseline,8198.235
PER,baseline,8199.256
PER,baseline,8210.356
PER,baseline,8210.385
PER,baseline,8210.435
PER,baseline,8210.735
PER,baseline,8258.665
PER,baseline,8258.995
PER,baseline,8259.065
PER,baseline,8259.305
PER,baseline,8259.496
PER,baseline,8260.264
PER,baseline,8260.415
PER,baseline,8260.744
PER,baseline,8260.755
PER,baseline,8261.584
PER,baseline,8262.024
PER,baseline,8263.416
PER,baseline,8263.595
PER,baseline,8263.825
PER,baseline,8263.976
PER,baseline,8263.985
PER,baseline,8264.265
PER,baseline,8264.496
PER,baseline,8265.696
PER,baseline,8265.705
PER,baseline,8266.354
PER,baseline,8266.654
PER,baseline,8279.025
PER,baseline,8279.155
PER,baseline,8279.994
PER,baseline,8282.185
PER,baseline,8343.996
PER,baseline,8344.305
PER,baseline,8344.495
PER,baseline,8344.785
PER,baseline,8344.985
PER,baseline,8347.664
PER,baseline,8350.256
PER,baseline,8350.425
PER,baseline,8350.536
PER,baseline,8351.396
PER,baseline,8351.425
PER,baseline,8351.985
PER,baseline,8352.035
PER,baseline,8364.676
PER,baseline,8365.145
PER,baseline,8365.275
PER,baseline,8365.545
PER,baseline,8369.665
PER,baseline,8369.675
PER,baseline,8370.096
PER,baseline,8381.985
PER,baseline,8429.635
PER,baseline,8429.855
PER,baseline,8429.945
PER,baseline,8430.105
PER,baseline,8430.116
PER,baseline,8430.665
PER,baseline,8431.825
PER,baseline,8432.545
PER,baseline,8432.705
PER,baseline,8432.775
PER,baseline,8433.506
PER,baseline,8434.426
PER,baseline,8435.865
PER,baseline,8436.545
PER,baseline,8436.785
PER,baseline,8436.876
PER,baseline,8450.465
PER,baseline,8450.634
PER,baseline,8451.035
PER,baseline,8452.035
PER,baseline,8452.105
PER,baseline,8453.035
PER,baseline,8453.106
PER,baseline,8453.215
PER,baseline,8456.376
PER,baseline,8466.335
PER,baseline,8466.586
PER,baseline,8466.775
PER,baseline,8466.986
PER,baseline,8468.696
PER,baseline,8515.785
PER,baseline,8515.985
PER,baseline,8516.505
PER,baseline,8516.575
PER,baseline,8516.785
PER,baseline,8517.345
PER,baseline,8518.065
PER,baseline,8518.436
PER,baseline,8518.505
PER,baseline,8518.826
PER,baseline,8518.895
PER,baseline,8519.346
PER,baseline,8519.626
PER,baseline,8519.836
PER,baseline,8521.026
PER,baseline,8521.055
PER,baseline,8521.306
PER,baseline,8521.436
PER,baseline,8521.546
PER,baseline,8521.556
PER,baseline,8522.465
PER,baseline,8522.656
PER,baseline,8522.905
PER,baseline,8522.916
PER,baseline,8523.315
PER,baseline,8523.435
PER,baseline,8523.545
PER,baseline,8523.675
PER,baseline,8536.995
PER,baseline,8537.385
PER,baseline,8537.695
PER,baseline,8537.935
PER,baseline,8539.735
PER,baseline,8539.746
PER,baseline,8542.625
PER,baseline,8543.154
PER,baseline,8603.065
PER,baseline,8603.255
PER,baseline,8603.505
PER,baseline,8603.745
PER,baseline,8604.675
PER,baseline,8604.706
PER,baseline,8604.996
PER,baseline,8605.026
PER,baseline,8605.426
PER,baseline,8606.696
PER,baseline,8606.746
PER,baseline,8606.855
PER,baseline,8607.196
PER,baseline,8607.226
PER,baseline,8607.826
PER,baseline,8608.895
PER,baseline,8609.146
PER,baseline,8609.545
PER,baseline,8609.945
PER,baseline,8610.055
PER,baseline,8610.585
PER,baseline,8610.795
PER,baseline,8623.705
PER,baseline,8624.106
PER,baseline,8624.195
PER,baseline,8624.266
PER,baseline,8628.746
PER,baseline,8628.755
PER,baseline,8629.675
PER,baseline,8629.705
PER,baseline,8689.706
PER,baseline,8689.867
PER,baseline,8690.026
PER,baseline,8690.035
PER,baseline,8690.335
PER,baseline,8690.626
PER,baseline,8690.775
PER,baseline,8690.826
PER,baseline,8691.616
PER,baseline,8691.626
PER,baseline,8691.775
PER,baseline,8692.866
PER,baseline,8694.136
PER,baseline,8694.555
PER,baseline,8694.754
PER,baseline,8694.826
PER,baseline,8694.955
PER,baseline,8695.066
PER,baseline,8695.426
PER,baseline,8696.716
PER,baseline,8697.615
PER,baseline,8710.386
PER,baseline,8710.455
PER,baseline,8710.616
PER,baseline,8711.186
PER,baseline,8711.275
PER,baseline,8711.476
PER,baseline,8713.386
PER,baseline,8714.826
PER,baseline,8714.855
PER,baseline,8716.147
PER,baseline,8716.387
PER,baseline,8727.954
PER,baseline,8728.106
PER,baseline,8728.355
PER,baseline,8776.355
PER,baseline,8776.675
PER,baseline,8776.827
PER,baseline,8778.146
PER,baseline,8778.156
PER,baseline,8778.426
PER,baseline,8778.586
PER,baseline,8778.946
PER,baseline,8778.956
PER,baseline,8779.826
PER,baseline,8779.986
PER,baseline,8780.135
PER,baseline,8780.186
PER,baseline,8780.315
PER,baseline,8780.535
PER,baseline,8780.586
PER,baseline,8781.226
PER,baseline,8781.855
PER,baseline,8781.947
PER,baseline,8782.815
PER,baseline,8782.907
PER,baseline,8783.067
PER,baseline,8783.115
PER,baseline,8784.116
PER,baseline,8797.075
PER,baseline,8797.355
PER,baseline,8798.426
PER,baseline,8801.196
PER,baseline,8801.226
PER,baseline,8814.586
PER,baseline,8814.675
PER,baseline,8814.895
PER,baseline,8862.415
PER,baseline,8862.547
PER,baseline,8862.776
PER,baseline,8863.036
PER,baseline,8863.147
PER,baseline,8863.235
PER,baseline,8865.666
PER,baseline,8865.795
PER,baseline,8865.906
PER,baseline,8866.775
PER,baseline,8867.035
PER,baseline,8869.507
PER,baseline,8869.536
PER,baseline,8870.187
PER,baseline,8883.236
PER,baseline,8883.267
PER,baseline,8883.396
PER,baseline,8883.667
PER,baseline,8883.736
PER,baseline,8884.256
PER,baseline,8884.267
PER,baseline,8884.667
PER,baseline,8886.995
PER,baseline,8887.175
PER,baseline,8887.267
PER,baseline,8887.555
PER,baseline,8887.627
PER,baseline,8887.827
PER,baseline,8887.835
PER,baseline,8888.395
PER,baseline,8888.507
PER,baseline,8888.596
PER,baseline,8948.267
PER,baseline,8948.436
PER,baseline,8948.627
PER,baseline,8948.695
PER,baseline,8948.867
PER,baseline,8948.915
PER,baseline,8949.195
PER,baseline,8949.267
PER,baseline,8950.136
PER,baseline,8950.307
PER,baseline,8950.467
PER,baseline,8953.067
PER,baseline,8953.867
PER,baseline,8954.107
PER,baseline,8954.295
PER,baseline,8954.467
PER,baseline,8954.476
PER,baseline,8955.375
PER,baseline,8955.427
PER,baseline,8955.516
PER,baseline,8969.427
PER,baseline,8969.496
PER,baseline,8969.667
PER,baseline,8971.515
PER,baseline,8971.547
PER,baseline,8973.955
PER,baseline,8974.027
PER,baseline,8974.775
PER,baseline,8984.067
PER,baseline,8986.235
PER,baseline,8986.267
PER,baseline,9034.667
PER,baseline,9035.107
PER,baseline,9035.387
PER,baseline,9035.435
PER,baseline,9037.627
PER,baseline,9038.267
PER,baseline,9040.816
PER,baseline,9040.907
PER,baseline,9042.156
PER,baseline,9055.467
PER,baseline,9055.936
PER,baseline,9056.067
PER,baseline,9056.195
PER,baseline,9057.467
PER,baseline,9059.675
PER,baseline,9059.747
PER,baseline,9060.056
PER,baseline,9060.107
PER,baseline,9072.588
PER,baseline,9072.635
PER,baseline,9072.795
PER,baseline,9120.867
PER,baseline,9123.307
PER,baseline,9123.507
PER,baseline,9126.987
PER,baseline,9127.056
PER,baseline,9128.176
PER,baseline,9128.187
PER,baseline,9128.356
PER,baseline,9128.716
PER,baseline,9128.787
PER,baseline,9128.815
PER,baseline,9141.387
PER,baseline,9142.275
PER,baseline,9142.495
PER,baseline,9144.028
PER,baseline,9146.155
PER,baseline,9207.307
PER,baseline,9207.376
PER,baseline,9207.707
PER,baseline,9207.716
PER,baseline,9208.595
PER,baseline,9208.827
PER,baseline,9208.975
PER,baseline,9210.035
PER,baseline,9210.068
PER,baseline,9211.348
PER,baseline,9211.788
PER,baseline,9213.028
PER,baseline,9213.116
PER,baseline,9227.835
PER,baseline,9228.075
PER,baseline,9229.468
PER,baseline,9232.016
PER,baseline,9232.255
PER,baseline,9293.136
PER,baseline,9294.907
PER,baseline,9295.188
PER,baseline,9298.828
PER,baseline,9299.195
PER,baseline,9299.428
PER,baseline,9301.335
PER,baseline,9313.955
PER,baseline,9313.988
PER,baseline,9314.575
PER,baseline,9316.108
PER,baseline,9318.268
PER,baseline,9318.396
SAI,conformal,7404.835
SAI,conformal,7405.575
SAI,conformal,7405.582
SAI,conformal,7405.782
SAI,conformal,7405.814
SAI,conformal,7405.942
SAI,conformal,7405.975
SAI,conformal,7406.135
SAI,conformal,7406.182
SAI,conformal,7406.455
SAI,conformal,7406.662
SAI,conformal,7406.815
SAI,conformal,7406.822
SAI,conformal,7407.055
SAI,conformal,7487.862
SAI,conformal,7662.582
SAI,conformal,7662.675
SAI,conformal,7662.742
SAI,conformal,7663.055
SAI,conformal,7663.102
SAI,conformal,7663.275
SAI,conformal,7663.382
SAI,conformal,7663.555
SAI,conformal,7663.743
SAI,conformal,7663.836
SAI,conformal,7663.903
SAI,conformal,7663.995
SAI,conformal,7677.623
SAI,conformal,7677.795
SAI,conformal,7677.823
SAI,conformal,7677.955
SAI,conformal,7678.023
SAI,conformal,7678.175
SAI,conformal,7678.303
SAI,conformal,7678.475
SAI,conformal,7763.375
SAI,conformal,7763.535
SAI,conformal,7763.783
SAI,conformal,7763.855
SAI,conformal,7765.503
SAI,conformal,7765.663
SAI,conformal,7765.696
SAI,conformal,7914.824
SAI,conformal,7914.915
SAI,conformal,7915.024
SAI,conformal,7915.136
SAI,conformal,7915.255
SAI,conformal,7915.304
SAI,conformal,7915.455
SAI,conformal,7915.464
SAI,conformal,7915.624
SAI,conformal,7919.463
SAI,conformal,7919.535
SAI,conformal,7919.623
SAI,conformal,7919.875
SAI,conformal,7919.943
SAI,conformal,7920.144
SAI,conformal,7920.295
SAI,conformal,7920.344
SAI,conformal,7920.555
SAI,conformal,7920.704
SAI,conformal,7920.855
